Kramnik,V	2751	1999.01.19	C67	Hoogovens					68	1/2-1/2	03	Wijk aan Zee NED		Topalov,V	2700		twic220.pgn	C67
Ivanchuk,V	2714	1999.01.19	E97	Hoogovens					76	1/2-1/2	03	Wijk aan Zee NED		Van Wely,L	2636		twic220.pgn	E97
Timman,J	2649	1999.01.19	A40	Hoogovens					60	1-0	03	Wijk aan Zee NED		Piket,Je	2609		twic220.pgn	A40
Anand,V	2784	1999.01.19	B49	Hoogovens					79	1/2-1/2	03	Wijk aan Zee NED		Shirov,A	2726		twic220.pgn	B49
Kasparov,G	2812	1999.01.19	D85	Hoogovens					93	0-1	03	Wijk aan Zee NED		Yermolinsky,A	2597		twic220.pgn	A34
Sokolov,I	2610	1999.01.19	A29	Hoogovens					61	1/2-1/2	03	Wijk aan Zee NED		Kasimdzhanov,R	2595		twic220.pgn	A29
Svidler,P	2713	1999.01.19	B57	Hoogovens					51	1/2-1/2	03	Wijk aan Zee NED		Reinderman,D	2542		twic220.pgn	B57
Topalov,V	2700	1999.01.20	B07	Hoogovens					86	1-0	04	Wijk aan Zee NED		Kasparov,G	2812		twic220.pgn	B07
Kasimdzhanov,R	2595	1999.01.20	B47	Hoogovens					76	1-0	04	Wijk aan Zee NED		Anand,V	2784		twic220.pgn	B47
Reinderman,D	2542	1999.01.20	A42	Hoogovens					66	1/2-1/2	04	Wijk aan Zee NED		Kramnik,V	2751		twic220.pgn	A42
Piket,Je	2609	1999.01.20	C95	Hoogovens					72	1/2-1/2	04	Wijk aan Zee NED		Svidler,P	2713		twic220.pgn	C95
Sokolov,I	2610	1999.01.20	A33	Hoogovens					60	1-0	04	Wijk aan Zee NED		Ivanchuk,V	2714		twic220.pgn	A33
Yermolinsky,A	2597	1999.01.20	E11	Hoogovens					60	1-0	04	Wijk aan Zee NED		Van Wely,L	2636		twic220.pgn	E11
Shirov,A	2726	1999.01.20	D85	Hoogovens					78	1/2-1/2	04	Wijk aan Zee NED		Timman,J	2649		twic220.pgn	D85
Van Wely,L	2636	1999.01.21	B33	Hoogovens					62	1-0	05	Wijk aan Zee NED		Topalov,V	2700		twic220.pgn	B33
Kramnik,V	2751	1999.01.21	D58	Hoogovens					50	1/2-1/2	05	Wijk aan Zee NED		Piket,Je	2609		twic220.pgn	D58
Svidler,P	2713	1999.01.21	B90	Hoogovens					80	1/2-1/2	05	Wijk aan Zee NED		Shirov,A	2726		twic220.pgn	B90
Anand,V	2784	1999.01.21	D26	Hoogovens					44	1/2-1/2	05	Wijk aan Zee NED		Sokolov,I	2610		twic220.pgn	D27
Ivanchuk,V	2714	1999.01.21	E94	Hoogovens					109	1/2-1/2	05	Wijk aan Zee NED		Yermolinsky,A	2597		twic220.pgn	E94
Timman,J	2649	1999.01.21	A29	Hoogovens					85	0-1	05	Wijk aan Zee NED		Kasimdzhanov,R	2595		twic220.pgn	A29
Kasparov,G	2812	1999.01.21	B88	Hoogovens					95	0-1	05	Wijk aan Zee NED		Reinderman,D	2542		twic220.pgn	B90
Piket,Je	2609	1999.01.23	C43	Hoogovens					80	1-0	06	Wijk aan Zee NED		Kasparov,G	2812		twic220.pgn	C43
Shirov,A	2726	1999.01.23	D85	Hoogovens					80	1-0	06	Wijk aan Zee NED		Kramnik,V	2751		twic220.pgn	A34
Kasimdzhanov,R	2595	1999.01.23	B43	Hoogovens					62	1-0	06	Wijk aan Zee NED		Svidler,P	2713		twic220.pgn	B43
Anand,V	2784	1999.01.23	A29	Hoogovens					46	1/2-1/2	06	Wijk aan Zee NED		Ivanchuk,V	2714		twic220.pgn	A29
Reinderman,D	2542	1999.01.23	B38	Hoogovens					112	1-0	06	Wijk aan Zee NED		Van Wely,L	2636		twic220.pgn	E91
Sokolov,I	2610	1999.01.23	A06	Hoogovens					87	1/2-1/2	06	Wijk aan Zee NED		Timman,J	2649		twic220.pgn	A04
Topalov,V	2700	1999.01.23	E97	Hoogovens					92	1-0	06	Wijk aan Zee NED		Yermolinsky,A	2597		twic220.pgn	E97
Timman,J	2649	1999.01.24	C67	Hoogovens					78	1-0	07	Wijk aan Zee NED		Anand,V	2784		twic220.pgn	C67
Ivanchuk,V	2714	1999.01.24	B80	Hoogovens					88	1/2-1/2	07	Wijk aan Zee NED		Topalov,V	2700		twic220.pgn	B46
Van Wely,L	2636	1999.01.24	E81	Hoogovens					34	1/2-1/2	07	Wijk aan Zee NED		Piket,Je	2609		twic220.pgn	E81
Kasparov,G	2812	1999.01.24	B90	Hoogovens					97	0-1	07	Wijk aan Zee NED		Shirov,A	2726		twic220.pgn	B90
Svidler,P	2713	1999.01.24	D91	Hoogovens					64	1/2-1/2	07	Wijk aan Zee NED		Sokolov,I	2610		twic220.pgn	D91
Kramnik,V	2751	1999.01.24	D58	Hoogovens					33	1/2-1/2	07	Wijk aan Zee NED		Kasimdzhanov,R	2595		twic220.pgn	D58
Yermolinsky,A	2597	1999.01.24	D60	Hoogovens					69	1/2-1/2	07	Wijk aan Zee NED		Reinderman,D	2542		twic220.pgn	B14
Kasimdzhanov,R	2595	1999.01.25	D72	Hoogovens					70	1-0	08	Wijk aan Zee NED		Kasparov,G	2812		twic220.pgn	D71
Sokolov,I	2610	1999.01.25	D87	Hoogovens					34	1/2-1/2	08	Wijk aan Zee NED		Kramnik,V	2751		twic220.pgn	D87
Reinderman,D	2542	1999.01.25	B38	Hoogovens					116	1-0	08	Wijk aan Zee NED		Topalov,V	2700		twic220.pgn	E91
Anand,V	2784	1999.01.25	B19	Hoogovens					48	1/2-1/2	08	Wijk aan Zee NED		Svidler,P	2713		twic220.pgn	B18
Timman,J	2649	1999.01.25	C89	Hoogovens					101	0-1	08	Wijk aan Zee NED		Ivanchuk,V	2714		twic220.pgn	C89
Shirov,A	2726	1999.01.25	D85	Hoogovens					83	1/2-1/2	08	Wijk aan Zee NED		Van Wely,L	2636		twic220.pgn	D85
Piket,Je	2609	1999.01.25	E52	Hoogovens					36	1/2-1/2	08	Wijk aan Zee NED		Yermolinsky,A	2597		twic220.pgn	E52
De Vreugt,D	2378	1999.01.19	A45	Hoogovens B					79	1-0	01	Wijk aan Zee NED		Lputian,S	2614		twic220.pgn	A45
Brodsky,M	2530	1999.01.19	B57	Hoogovens B					90	1-0	01	Wijk aan Zee NED		Van der Wiel,J	2529		twic220.pgn	B57
Ionov,S	2551	1999.01.19	E14	Hoogovens B					58	1/2-1/2	01	Wijk aan Zee NED		Leitao,R	2545		twic220.pgn	E14
Glek,I	2566	1999.01.19	D73	Hoogovens B					61	1/2-1/2	01	Wijk aan Zee NED		Bauer,Ch	2528		twic220.pgn	E60
Nijboer,F	2534	1999.01.19	B33	Hoogovens B					79	0-1	01	Wijk aan Zee NED		Bosch,Je	2470		twic220.pgn	B33
Van den Doel,E	2547	1999.01.19	D30	Hoogovens B					73	1/2-1/2	01	Wijk aan Zee NED		Janssen,R	2445		twic220.pgn	A13
Van der Wiel,J	2529	1999.01.20	A45	Hoogovens B					31	1/2-1/2	02	Wijk aan Zee NED		Lputian,S	2614		twic220.pgn	A45
Janssen,R	2445	1999.01.20	B76	Hoogovens B					70	1-0	02	Wijk aan Zee NED		Nijboer,F	2534		twic220.pgn	B76
Bosch,Je	2470	1999.01.20	B51	Hoogovens B					80	1-0	02	Wijk aan Zee NED		Glek,I	2566		twic220.pgn	B51
Bauer,Ch	2528	1999.01.20	A60	Hoogovens B					66	1/2-1/2	02	Wijk aan Zee NED		Ionov,S	2551		twic220.pgn	E10
Leitao,R	2545	1999.01.20	B03	Hoogovens B					34	1/2-1/2	02	Wijk aan Zee NED		Brodsky,M	2530		twic220.pgn	B03
Van den Doel,E	2547	1999.01.20	C67	Hoogovens B					157	1/2-1/2	02	Wijk aan Zee NED		De Vreugt,D	2378		twic220.pgn	C67
De Vreugt,D	2378	1999.01.21	C45	Hoogovens B					82	1-0	03	Wijk aan Zee NED		Van der Wiel,J	2529		twic220.pgn	C45
Lputian,S	2614	1999.01.21	D31	Hoogovens B					81	1/2-1/2	03	Wijk aan Zee NED		Leitao,R	2545		twic220.pgn	D31
Brodsky,M	2530	1999.01.21	A30	Hoogovens B					139	1/2-1/2	03	Wijk aan Zee NED		Bauer,Ch	2528		twic220.pgn	A30
Nijboer,F	2534	1999.01.21	B22	Hoogovens B					123	1/2-1/2	03	Wijk aan Zee NED		Van den Doel,E	2547		twic220.pgn	B40
Ionov,S	2551	1999.01.21	B85	Hoogovens B					90	1/2-1/2	03	Wijk aan Zee NED		Bosch,Je	2470		twic220.pgn	B84
Glek,I	2566	1999.01.21	D78	Hoogovens B					112	0-1	03	Wijk aan Zee NED		Janssen,R	2445		twic220.pgn	A15
Bauer,Ch	2528	1999.01.23	E12	Hoogovens B					80	1-0	04	Wijk aan Zee NED		Lputian,S	2614		twic220.pgn	E12
Leitao,R	2545	1999.01.23	B88	Hoogovens B					93	1/2-1/2	04	Wijk aan Zee NED		Van der Wiel,J	2529		twic220.pgn	B90
Van den Doel,E	2547	1999.01.23	C68	Hoogovens B					104	1-0	04	Wijk aan Zee NED		Glek,I	2566		twic220.pgn	C69
Janssen,R	2445	1999.01.23	E39	Hoogovens B					66	1-0	04	Wijk aan Zee NED		Ionov,S	2551		twic220.pgn	E39
Bosch,Je	2470	1999.01.23	B52	Hoogovens B					57	1/2-1/2	04	Wijk aan Zee NED		Brodsky,M	2530		twic220.pgn	B52
Nijboer,F	2534	1999.01.23	C17	Hoogovens B					63	0-1	04	Wijk aan Zee NED		De Vreugt,D	2378		twic220.pgn	C17
Glek,I	2566	1999.01.24	C11	Hoogovens B					78	1/2-1/2	05	Wijk aan Zee NED		Nijboer,F	2534		twic220.pgn	C11
De Vreugt,D	2378	1999.01.24	D94	Hoogovens B					86	1-0	05	Wijk aan Zee NED		Leitao,R	2545		twic220.pgn	D94
Van der Wiel,J	2529	1999.01.24	B06	Hoogovens B					43	1/2-1/2	05	Wijk aan Zee NED		Bauer,Ch	2528		twic220.pgn	B06
Ionov,S	2551	1999.01.24	B63	Hoogovens B					72	1/2-1/2	05	Wijk aan Zee NED		Van den Doel,E	2547		twic220.pgn	B63
Lputian,S	2614	1999.01.24	C02	Hoogovens B					55	0-1	05	Wijk aan Zee NED		Bosch,Je	2470		twic220.pgn	C02
Brodsky,M	2530	1999.01.24	A30	Hoogovens B					74	1/2-1/2	05	Wijk aan Zee NED		Janssen,R	2445		twic220.pgn	A15
Janssen,R	2445	1999.01.25	E12	Hoogovens B					70	1-0	06	Wijk aan Zee NED		Lputian,S	2614		twic220.pgn	E12
Bosch,Je	2470	1999.01.25	B90	Hoogovens B					58	1/2-1/2	06	Wijk aan Zee NED		Van der Wiel,J	2529		twic220.pgn	B90
Bauer,Ch	2528	1999.01.25	D20	Hoogovens B					120	1/2-1/2	06	Wijk aan Zee NED		Leitao,R	2545		twic220.pgn	D20
Nijboer,F	2534	1999.01.25	A16	Hoogovens B					127	1/2-1/2	06	Wijk aan Zee NED		Ionov,S	2551		twic220.pgn	A15
Van den Doel,E	2547	1999.01.25	C67	Hoogovens B					84	1-0	06	Wijk aan Zee NED		Brodsky,M	2530		twic220.pgn	C67
Glek,I	2566	1999.01.25	C12	Hoogovens B					60	1-0	06	Wijk aan Zee NED		De Vreugt,D	2378		twic220.pgn	C12
Yermolinsky,A	2597	1999.01.18	E33	Hoogovens Blitz					53	1/2-1/2	01	Wijk aan Zee NED		Sokolov,I	2610		twic220.pgn	E33
Kramnik,V	2751	1999.01.18	A30	Hoogovens Blitz					76	1/2-1/2	01	Wijk aan Zee NED		Topalov,V	2700		twic220.pgn	A30
Kasparov,G	2812	1999.01.18	B53	Hoogovens Blitz					89	0-1	01	Wijk aan Zee NED		Kasimdzhanov,R	2595		twic220.pgn	B53
Bosboom,M	2490	1999.01.18	A50	Hoogovens Blitz					72	1-0	01	Wijk aan Zee NED		Piket,Je	2609		twic220.pgn	A50
Timman,J	2649	1999.01.18	D25	Hoogovens Blitz					72	1-0	01	Wijk aan Zee NED		Van Wely,L	2636		twic220.pgn	D25
Svidler,P	2713	1999.01.18	B06	Hoogovens Blitz					68	1/2-1/2	01	Wijk aan Zee NED		Reinderman,D	2542		twic220.pgn	B06
Sokolov,I	2610	1999.01.18	A45	Hoogovens Blitz					122	1-0	02	Wijk aan Zee NED		Kasparov,G	2812		twic220.pgn	A45
Topalov,V	2700	1999.01.18	B07	Hoogovens Blitz					86	1-0	02	Wijk aan Zee NED		Ivanchuk,V	2714		twic220.pgn	B07
Reinderman,D	2542	1999.01.18	A04	Hoogovens Blitz					52	1-0	02	Wijk aan Zee NED		Kramnik,V	2751		twic220.pgn	A04
Anand,V	2784	1999.01.18	E12	Hoogovens Blitz					101	0-1	02	Wijk aan Zee NED		Bosboom,M	2490		twic220.pgn	E12
Svidler,P	2713	1999.01.18	D76	Hoogovens Blitz					49	0-1	02	Wijk aan Zee NED		Timman,J	2649		twic220.pgn	D76
Piket,Je	2609	1999.01.18	D36	Hoogovens Blitz					92	1/2-1/2	02	Wijk aan Zee NED		Yermolinsky,A	2597		twic220.pgn	D43
Yermolinsky,A	2597	1999.01.18	B89	Hoogovens Blitz					83	1-0	03	Wijk aan Zee NED		Anand,V	2784		twic220.pgn	B88
